Date,Open,High,Low,Close,Adj Close,Volume
2014-03-28,3172.429932,3172.429932,3172.429932,3172.429932,3172.429932,0
2014-03-31,3161.600098,3161.600098,3161.600098,3161.600098,3161.600098,0
2014-04-01,3186.340088,3186.340088,3186.340088,3186.340088,3186.340088,0
2014-04-02,3187.449951,3187.449951,3187.449951,3187.449951,3187.449951,0
2014-04-03,3206.760010,3206.760010,3206.760010,3206.760010,3206.760010,0
2014-04-04,3230.330078,3230.330078,3230.330078,3230.330078,3230.330078,0
2014-04-07,3185.969971,3185.969971,3185.969971,3185.969971,3185.969971,0
2014-04-08,3177.659912,3177.659912,3177.659912,3177.659912,3177.659912,0
2014-04-09,3182.790039,3182.790039,3182.790039,3182.790039,3182.790039,0
2014-04-10,3152.860107,3152.860107,3152.860107,3152.860107,3152.860107,0
2014-04-11,3116.540039,3116.540039,3116.540039,3116.540039,3116.540039,0
2014-04-14,3131.570068,3131.570068,3131.570068,3131.570068,3131.570068,0
2014-04-15,3091.520020,3091.520020,3091.520020,3091.520020,3091.520020,0
2014-04-16,3139.260010,3139.260010,3139.260010,3139.260010,3139.260010,0
2014-04-17,3155.810059,3155.810059,3155.810059,3155.810059,3155.810059,0
2014-04-22,3199.689941,3199.689941,3199.689941,3199.689941,3199.689941,0
2014-04-23,3175.969971,3175.969971,3175.969971,3175.969971,3175.969971,0
2014-04-24,3189.810059,3189.810059,3189.810059,3189.810059,3189.810059,0
2014-04-25,3147.399902,3147.399902,3147.399902,3147.399902,3147.399902,0
2014-04-28,3165.840088,3165.840088,3165.840088,3165.840088,3165.840088,0
2014-04-29,3208.679932,3208.679932,3208.679932,3208.679932,3208.679932,0
2014-04-30,3198.389893,3198.389893,3198.389893,3198.389893,3198.389893,0
2014-05-02,3177.889893,3177.889893,3177.889893,3177.889893,3177.889893,0
2014-05-05,3171.290039,3171.290039,3171.290039,3171.290039,3171.290039,0
2014-05-06,3149.790039,3149.790039,3149.790039,3149.790039,3149.790039,0
2014-05-07,3159.669922,3159.669922,3159.669922,3159.669922,3159.669922,0
2014-05-08,3204.300049,3204.300049,3204.300049,3204.300049,3204.300049,0
2014-05-09,3184.090088,3184.090088,3184.090088,3184.090088,3184.090088,0
2014-05-12,3206.969971,3206.969971,3206.969971,3206.969971,3206.969971,0
2014-05-13,3211.780029,3211.780029,3211.780029,3211.780029,3211.780029,0
2014-05-14,3210.419922,3210.419922,3210.419922,3210.419922,3210.419922,0
2014-05-15,3163.219971,3163.219971,3163.219971,3163.219971,3163.219971,0
2014-05-16,3172.719971,3172.719971,3172.719971,3172.719971,3172.719971,0
2014-05-19,3169.899902,3169.899902,3169.899902,3169.899902,3169.899902,0
2014-05-20,3163.929932,3163.929932,3163.929932,3163.929932,3163.929932,0
2014-05-21,3187.080078,3187.080078,3187.080078,3187.080078,3187.080078,0
2014-05-22,3187.629883,3187.629883,3187.629883,3187.629883,3187.629883,0
2014-05-23,3203.280029,3203.280029,3203.280029,3203.280029,3203.280029,0
2014-05-26,3240.389893,3240.389893,3240.389893,3240.389893,3240.389893,0
2014-05-27,3244.280029,3244.280029,3244.280029,3244.280029,3244.280029,0
2014-05-28,3246.239990,3246.239990,3246.239990,3246.239990,3246.239990,0
2014-05-30,3244.600098,3244.600098,3244.600098,3244.600098,3244.600098,0
2014-06-02,3247.800049,3247.800049,3247.800049,3247.800049,3247.800049,0
2014-06-03,3241.040039,3241.040039,3241.040039,3241.040039,3241.040039,0
2014-06-04,3237.929932,3237.929932,3237.929932,3237.929932,3237.929932,0
2014-06-05,3267.050049,3267.050049,3267.050049,3267.050049,3267.050049,0
2014-06-06,3294.280029,3294.280029,3294.280029,3294.280029,3294.280029,0
2014-06-10,3313.800049,3313.800049,3313.800049,3313.800049,3313.800049,0
2014-06-11,3289.090088,3289.090088,3289.090088,3289.090088,3289.090088,0
2014-06-12,3284.280029,3284.280029,3284.280029,3284.280029,3284.280029,0
2014-06-13,3282.840088,3282.840088,3282.840088,3282.840088,3282.840088,0
2014-06-16,3261.419922,3261.419922,3261.419922,3261.419922,3261.419922,0
2014-06-17,3275.330078,3275.330078,3275.330078,3275.330078,3275.330078,0
2014-06-18,3279.199951,3279.199951,3279.199951,3279.199951,3279.199951,0
2014-06-19,3314.800049,3314.800049,3314.800049,3314.800049,3314.800049,0
2014-06-20,3302.360107,3302.360107,3302.360107,3302.360107,3302.360107,0
2014-06-23,3282.580078,3282.580078,3282.580078,3282.580078,3282.580078,0
2014-06-24,3284.810059,3284.810059,3284.810059,3284.810059,3284.810059,0
2014-06-25,3252.310059,3252.310059,3252.310059,3252.310059,3252.310059,0
2014-06-26,3233.189941,3233.189941,3233.189941,3233.189941,3233.189941,0
2014-06-27,3227.850098,3227.850098,3227.850098,3227.850098,3227.850098,0
2014-06-30,3228.239990,3228.239990,3228.239990,3228.239990,3228.239990,0
2014-07-01,3258.709961,3258.709961,3258.709961,3258.709961,3258.709961,0
2014-07-02,3252.250000,3252.250000,3252.250000,3252.250000,3252.250000,0
2014-07-03,3289.750000,3289.750000,3289.750000,3289.750000,3289.750000,0
2014-07-04,3270.469971,3270.469971,3270.469971,3270.469971,3270.469971,0
2014-07-07,3230.919922,3230.919922,3230.919922,3230.919922,3230.919922,0
2014-07-08,3184.379883,3184.379883,3184.379883,3184.379883,3184.379883,0
2014-07-09,3203.100098,3203.100098,3203.100098,3203.100098,3203.100098,0
2014-07-10,3150.590088,3150.590088,3150.590088,3150.590088,3150.590088,0
2014-07-11,3157.050049,3157.050049,3157.050049,3157.050049,3157.050049,0
2014-07-14,3185.860107,3185.860107,3185.860107,3185.860107,3185.860107,0
2014-07-15,3153.750000,3153.750000,3153.750000,3153.750000,3153.750000,0
2014-07-16,3202.939941,3202.939941,3202.939941,3202.939941,3202.939941,0
2014-07-17,3157.820068,3157.820068,3157.820068,3157.820068,3157.820068,0
2014-07-18,3164.209961,3164.209961,3164.209961,3164.209961,3164.209961,0
2014-07-21,3137.060059,3137.060059,3137.060059,3137.060059,3137.060059,0
2014-07-22,3189.219971,3189.219971,3189.219971,3189.219971,3189.219971,0
2014-07-23,3193.129883,3193.129883,3193.129883,3193.129883,3193.129883,0
2014-07-24,3220.070068,3220.070068,3220.070068,3220.070068,3220.070068,0
2014-07-25,3174.989990,3174.989990,3174.989990,3174.989990,3174.989990,0
2014-07-28,3171.550049,3171.550049,3171.550049,3171.550049,3171.550049,0
2014-07-29,3190.540039,3190.540039,3190.540039,3190.540039,3190.540039,0
2014-07-30,3169.229980,3169.229980,3169.229980,3169.229980,3169.229980,0
2014-07-31,3115.510010,3115.510010,3115.510010,3115.510010,3115.510010,0
2014-08-04,3070.459961,3070.459961,3070.459961,3070.459961,3070.459961,0
2014-08-05,3072.199951,3072.199951,3072.199951,3072.199951,3072.199951,0
2014-08-06,3050.370117,3050.370117,3050.370117,3050.370117,3050.370117,0
2014-08-07,3012.879883,3012.879883,3012.879883,3012.879883,3012.879883,0
2014-08-08,3006.830078,3006.830078,3006.830078,3006.830078,3006.830078,0
2014-08-11,3047.560059,3047.560059,3047.560059,3047.560059,3047.560059,0
2014-08-12,3023.770020,3023.770020,3023.770020,3023.770020,3023.770020,0
2014-08-13,3056.169922,3056.169922,3056.169922,3056.169922,3056.169922,0
2014-08-14,3058.159912,3058.159912,3058.159912,3058.159912,3058.159912,0
2014-08-15,3033.520020,3033.520020,3033.520020,3033.520020,3033.520020,0
2014-08-18,3073.449951,3073.449951,3073.449951,3073.449951,3073.449951,0
2014-08-19,3091.110107,3091.110107,3091.110107,3091.110107,3091.110107,0
2014-08-20,3083.500000,3083.500000,3083.500000,3083.500000,3083.500000,0
2014-08-21,3124.560059,3124.560059,3124.560059,3124.560059,3124.560059,0
2014-08-22,3098.500000,3098.500000,3098.500000,3098.500000,3098.500000,0
2014-08-25,3165.469971,3165.469971,3165.469971,3165.469971,3165.469971,0
2014-08-26,3197.540039,3197.540039,3197.540039,3197.540039,3197.540039,0
2014-08-27,3194.449951,3194.449951,3194.449951,3194.449951,3194.449951,0
2014-08-28,3164.439941,3164.439941,3164.439941,3164.439941,3164.439941,0
2014-08-29,3172.629883,3172.629883,3172.629883,3172.629883,3172.629883,0
2014-09-01,3175.050049,3175.050049,3175.050049,3175.050049,3175.050049,0
2014-09-02,3180.290039,3180.290039,3180.290039,3180.290039,3180.290039,0
2014-09-03,3218.840088,3218.840088,3218.840088,3218.840088,3218.840088,0
2014-09-04,3277.250000,3277.250000,3277.250000,3277.250000,3277.250000,0
2014-09-05,3275.250000,3275.250000,3275.250000,3275.250000,3275.250000,0
2014-09-08,3267.540039,3267.540039,3267.540039,3267.540039,3267.540039,0
2014-09-09,3245.429932,3245.429932,3245.429932,3245.429932,3245.429932,0
2014-09-10,3244.159912,3244.159912,3244.159912,3244.159912,3244.159912,0
2014-09-11,3237.760010,3237.760010,3237.760010,3237.760010,3237.760010,0
2014-09-12,3235.070068,3235.070068,3235.070068,3235.070068,3235.070068,0
2014-09-15,3231.699951,3231.699951,3231.699951,3231.699951,3231.699951,0
2014-09-16,3221.729980,3221.729980,3221.729980,3221.729980,3221.729980,0
2014-09-17,3237.439941,3237.439941,3237.439941,3237.439941,3237.439941,0
2014-09-18,3271.370117,3271.370117,3271.370117,3271.370117,3271.370117,0
2014-09-19,3273.250000,3273.250000,3273.250000,3273.250000,3273.250000,0
2014-09-22,3257.479980,3257.479980,3257.479980,3257.479980,3257.479980,0
2014-09-23,3205.929932,3205.929932,3205.929932,3205.929932,3205.929932,0
2014-09-24,3244.010010,3244.010010,3244.010010,3244.010010,3244.010010,0
2014-09-25,3202.310059,3202.310059,3202.310059,3202.310059,3202.310059,0
2014-09-26,3219.580078,3219.580078,3219.580078,3219.580078,3219.580078,0
2014-09-29,3186.949951,3186.949951,3186.949951,3186.949951,3186.949951,0
2014-09-30,3225.929932,3225.929932,3225.929932,3225.929932,3225.929932,0
2014-10-01,3195.080078,3195.080078,3195.080078,3195.080078,3195.080078,0
2014-10-02,3106.419922,3106.419922,3106.419922,3106.419922,3106.419922,0
2014-10-03,3133.370117,3133.370117,3133.370117,3133.370117,3133.370117,0
2014-10-06,3138.669922,3138.669922,3138.669922,3138.669922,3138.669922,0
2014-10-07,3082.100098,3082.100098,3082.100098,3082.100098,3082.100098,0
2014-10-08,3053.310059,3053.310059,3053.310059,3053.310059,3053.310059,0
2014-10-09,3042.449951,3042.449951,3042.449951,3042.449951,3042.449951,0
2014-10-10,2991.500000,2991.500000,2991.500000,2991.500000,2991.500000,0
2014-10-13,2998.320068,2998.320068,2998.320068,2998.320068,2998.320068,0
2014-10-14,3000.989990,3000.989990,3000.989990,3000.989990,3000.989990,0
2014-10-15,2892.550049,2892.550049,2892.550049,2892.550049,2892.550049,0
2014-10-16,2874.649902,2874.649902,2874.649902,2874.649902,2874.649902,0
2014-10-17,2962.239990,2962.239990,2962.239990,2962.239990,2962.239990,0
2014-10-20,2927.300049,2927.300049,2927.300049,2927.300049,2927.300049,0
2014-10-21,2991.459961,2991.459961,2991.459961,2991.459961,2991.459961,0
2014-10-22,3008.530029,3008.530029,3008.530029,3008.530029,3008.530029,0
2014-10-23,3044.300049,3044.300049,3044.300049,3044.300049,3044.300049,0
2014-10-24,3030.370117,3030.370117,3030.370117,3030.370117,3030.370117,0
2014-10-27,2998.840088,2998.840088,2998.840088,2998.840088,2998.840088,0
2014-10-28,3036.149902,3036.149902,3036.149902,3036.149902,3036.149902,0
2014-10-29,3022.419922,3022.419922,3022.419922,3022.419922,3022.419922,0
2014-10-30,3035.899902,3035.899902,3035.899902,3035.899902,3035.899902,0
2014-10-31,3113.320068,3113.320068,3113.320068,3113.320068,3113.320068,0
2014-11-03,3082.320068,3082.320068,3082.320068,3082.320068,3082.320068,0
2014-11-04,3034.239990,3034.239990,3034.239990,3034.239990,3034.239990,0
2014-11-05,3091.540039,3091.540039,3091.540039,3091.540039,3091.540039,0
2014-11-06,3102.070068,3102.070068,3102.070068,3102.070068,3102.070068,0
2014-11-07,3064.919922,3064.919922,3064.919922,3064.919922,3064.919922,0
2014-11-10,3094.600098,3094.600098,3094.600098,3094.600098,3094.600098,0
2014-11-11,3104.590088,3104.590088,3104.590088,3104.590088,3104.590088,0
2014-11-12,3047.300049,3047.300049,3047.300049,3047.300049,3047.300049,0
2014-11-13,3056.800049,3056.800049,3056.800049,3056.800049,3056.800049,0
2014-11-14,3059.989990,3059.989990,3059.989990,3059.989990,3059.989990,0
2014-11-17,3084.790039,3084.790039,3084.790039,3084.790039,3084.790039,0
2014-11-18,3120.419922,3120.419922,3120.419922,3120.419922,3120.419922,0
2014-11-19,3123.120117,3123.120117,3123.120117,3123.120117,3123.120117,0
2014-11-20,3102.209961,3102.209961,3102.209961,3102.209961,3102.209961,0
2014-11-21,3194.219971,3194.219971,3194.219971,3194.219971,3194.219971,0
2014-11-24,3211.699951,3211.699951,3211.699951,3211.699951,3211.699951,0
2014-11-25,3226.149902,3226.149902,3226.149902,3226.149902,3226.149902,0
2014-11-26,3226.080078,3226.080078,3226.080078,3226.080078,3226.080078,0
2014-11-27,3244.919922,3244.919922,3244.919922,3244.919922,3244.919922,0
2014-11-28,3250.929932,3250.929932,3250.929932,3250.929932,3250.929932,0
2014-12-01,3232.909912,3232.909912,3232.909912,3232.909912,3232.909912,0
2014-12-02,3238.350098,3238.350098,3238.350098,3238.350098,3238.350098,0
2014-12-03,3247.719971,3247.719971,3247.719971,3247.719971,3247.719971,0
2014-12-04,3191.250000,3191.250000,3191.250000,3191.250000,3191.250000,0
2014-12-05,3277.379883,3277.379883,3277.379883,3277.379883,3277.379883,0
2014-12-08,3247.989990,3247.989990,3247.989990,3247.989990,3247.989990,0
2014-12-09,3162.770020,3162.770020,3162.770020,3162.770020,3162.770020,0
2014-12-10,3150.949951,3150.949951,3150.949951,3150.949951,3150.949951,0
2014-12-11,3159.110107,3159.110107,3159.110107,3159.110107,3159.110107,0
2014-12-12,3067.320068,3067.320068,3067.320068,3067.320068,3067.320068,0
2014-12-15,2982.899902,2982.899902,2982.899902,2982.899902,2982.899902,0
2014-12-16,3049.989990,3049.989990,3049.989990,3049.989990,3049.989990,0
2014-12-17,3051.989990,3051.989990,3051.989990,3051.989990,3051.989990,0
2014-12-18,3153.770020,3153.770020,3153.770020,3153.770020,3153.770020,0
2014-12-19,3141.280029,3141.280029,3141.280029,3141.280029,3141.280029,0
2014-12-22,3154.909912,3154.909912,3154.909912,3154.909912,3154.909912,0
2014-12-23,3192.469971,3192.469971,3192.469971,3192.469971,3192.469971,0
2014-12-29,3185.169922,3185.169922,3185.169922,3185.169922,3185.169922,0
2014-12-30,3135.949951,3135.949951,3135.949951,3135.949951,3135.949951,0
2015-01-05,3023.139893,3023.139893,3023.139893,3023.139893,3023.139893,0
2015-01-06,3007.909912,3007.909912,3007.909912,3007.909912,3007.909912,0
2015-01-07,3026.790039,3026.790039,3026.790039,3026.790039,3026.790039,0
2015-01-08,3135.080078,3135.080078,3135.080078,3135.080078,3135.080078,0
2015-01-09,3042.899902,3042.899902,3042.899902,3042.899902,3042.899902,0
2015-01-12,3084.179932,3084.179932,3084.179932,3084.179932,3084.179932,0
2015-01-13,3133.860107,3133.860107,3133.860107,3133.860107,3133.860107,0
2015-01-14,3089.669922,3089.669922,3089.669922,3089.669922,3089.669922,0
2015-01-15,3157.360107,3157.360107,3157.360107,3157.360107,3157.360107,0
2015-01-16,3202.239990,3202.239990,3202.239990,3202.239990,3202.239990,0
2015-01-19,3220.899902,3220.899902,3220.899902,3220.899902,3220.899902,0
2015-01-20,3244.919922,3244.919922,3244.919922,3244.919922,3244.919922,0
2015-01-21,3269.729980,3269.729980,3269.729980,3269.729980,3269.729980,0
2015-01-22,3322.649902,3322.649902,3322.649902,3322.649902,3322.649902,0
2015-01-23,3382.550049,3382.550049,3382.550049,3382.550049,3382.550049,0
2015-01-26,3414.280029,3414.280029,3414.280029,3414.280029,3414.280029,0
2015-01-27,3372.580078,3372.580078,3372.580078,3372.580078,3372.580078,0
2015-01-28,3358.959961,3358.959961,3358.959961,3358.959961,3358.959961,0
2015-01-29,3371.830078,3371.830078,3371.830078,3371.830078,3371.830078,0
2015-01-30,3351.439941,3351.439941,3351.439941,3351.439941,3351.439941,0
2015-02-02,3370.110107,3370.110107,3370.110107,3370.110107,3370.110107,0
2015-02-03,3414.179932,3414.179932,3414.179932,3414.179932,3414.179932,0
2015-02-04,3415.530029,3415.530029,3415.530029,3415.530029,3415.530029,0
2015-02-05,3408.959961,3408.959961,3408.959961,3408.959961,3408.959961,0
2015-02-06,3398.159912,3398.159912,3398.159912,3398.159912,3398.159912,0
2015-02-09,3347.750000,3347.750000,3347.750000,3347.750000,3347.750000,0
2015-02-10,3383.129883,3383.129883,3383.129883,3383.129883,3383.129883,0
2015-02-11,3374.139893,3374.139893,3374.139893,3374.139893,3374.139893,0
2015-02-12,3417.610107,3417.610107,3417.610107,3417.610107,3417.610107,0
2015-02-13,3447.590088,3447.590088,3447.590088,3447.590088,3447.590088,0
2015-02-16,3433.300049,3433.300049,3433.300049,3433.300049,3433.300049,0
2015-02-17,3438.439941,3438.439941,3438.439941,3438.439941,3438.439941,0
2015-02-18,3465.800049,3465.800049,3465.800049,3465.800049,3465.800049,0
2015-02-19,3488.080078,3488.080078,3488.080078,3488.080078,3488.080078,0
2015-02-20,3490.530029,3490.530029,3490.530029,3490.530029,3490.530029,0
2015-02-23,3519.580078,3519.580078,3519.580078,3519.580078,3519.580078,0
2015-02-24,3547.100098,3547.100098,3547.100098,3547.100098,3547.100098,0
2015-02-25,3541.780029,3541.780029,3541.780029,3541.780029,3541.780029,0
2015-02-26,3574.939941,3574.939941,3574.939941,3574.939941,3574.939941,0
2015-02-27,3599.000000,3599.000000,3599.000000,3599.000000,3599.000000,0
2015-03-02,3591.090088,3591.090088,3591.090088,3591.090088,3591.090088,0
2015-03-03,3549.110107,3549.110107,3549.110107,3549.110107,3549.110107,0
2015-03-04,3583.439941,3583.439941,3583.439941,3583.439941,3583.439941,0
2015-03-05,3618.209961,3618.209961,3618.209961,3618.209961,3618.209961,0
2015-03-06,3617.620117,3617.620117,3617.620117,3617.620117,3617.620117,0
2015-03-09,3610.280029,3610.280029,3610.280029,3610.280029,3610.280029,0
2015-03-10,3567.250000,3567.250000,3567.250000,3567.250000,3567.250000,0
2015-03-11,3649.540039,3649.540039,3649.540039,3649.540039,3649.540039,0
2015-03-12,3641.320068,3641.320068,3641.320068,3641.320068,3641.320068,0
2015-03-13,3656.209961,3656.209961,3656.209961,3656.209961,3656.209961,0
2015-03-16,3706.750000,3706.750000,3706.750000,3706.750000,3706.750000,0
2015-03-17,3672.159912,3672.159912,3672.159912,3672.159912,3672.159912,0
2015-03-18,3668.520020,3668.520020,3668.520020,3668.520020,3668.520020,0
2015-03-19,3670.729980,3670.729980,3670.729980,3670.729980,3670.729980,0
2015-03-20,3726.070068,3726.070068,3726.070068,3726.070068,3726.070068,0
2015-03-23,3699.040039,3699.040039,3699.040039,3699.040039,3699.040039,0
2015-03-24,3731.350098,3731.350098,3731.350098,3731.350098,3731.350098,0
2015-03-25,3684.040039,3684.040039,3684.040039,3684.040039,3684.040039,0
2015-03-26,3669.790039,3669.790039,3669.790039,3669.790039,3669.790039,0
2015-03-27,3679.030029,3679.030029,3679.030029,3679.030029,3679.030029,0
2015-03-30,3727.800049,3727.800049,3727.800049,3727.800049,3727.800049,0
2015-03-31,3697.379883,3697.379883,3697.379883,3697.379883,3697.379883,0
2015-04-01,3714.889893,3714.889893,3714.889893,3714.889893,3714.889893,0
2015-04-02,3715.270020,3715.270020,3715.270020,3715.270020,3715.270020,0
2015-04-07,3768.719971,3768.719971,3768.719971,3768.719971,3768.719971,0
2015-04-08,3742.629883,3742.629883,3742.629883,3742.629883,3742.629883,0
2015-04-09,3781.790039,3781.790039,3781.790039,3781.790039,3781.790039,0
2015-04-10,3816.760010,3816.760010,3816.760010,3816.760010,3816.760010,0
2015-04-13,3828.780029,3828.780029,3828.780029,3828.780029,3828.780029,0
2015-04-14,3784.530029,3784.530029,3784.530029,3784.530029,3784.530029,0
2015-04-15,3803.550049,3803.550049,3803.550049,3803.550049,3803.550049,0
2015-04-16,3751.719971,3751.719971,3751.719971,3751.719971,3751.719971,0
2015-04-17,3674.050049,3674.050049,3674.050049,3674.050049,3674.050049,0
2015-04-20,3718.040039,3718.040039,3718.040039,3718.040039,3718.040039,0
2015-04-21,3719.379883,3719.379883,3719.379883,3719.379883,3719.379883,0
2015-04-22,3724.489990,3724.489990,3724.489990,3724.489990,3724.489990,0
2015-04-23,3697.879883,3697.879883,3697.879883,3697.879883,3697.879883,0
2015-04-24,3713.959961,3713.959961,3713.959961,3713.959961,3713.959961,0
2015-04-27,3771.449951,3771.449951,3771.449951,3771.449951,3771.449951,0
2015-04-28,3715.419922,3715.419922,3715.419922,3715.419922,3715.419922,0
2015-04-29,3617.110107,3617.110107,3617.110107,3617.110107,3617.110107,0
2015-04-30,3615.590088,3615.590088,3615.590088,3615.590088,3615.590088,0
2015-05-04,3632.939941,3632.939941,3632.939941,3632.939941,3632.939941,0
2015-05-05,3546.560059,3546.560059,3546.560059,3546.560059,3546.560059,0
2015-05-06,3558.030029,3558.030029,3558.030029,3558.030029,3558.030029,0
2015-05-07,3556.209961,3556.209961,3556.209961,3556.209961,3556.209961,0
2015-05-08,3649.479980,3649.479980,3649.479980,3649.479980,3649.479980,0
2015-05-11,3624.409912,3624.409912,3624.409912,3624.409912,3624.409912,0
2015-05-12,3573.100098,3573.100098,3573.100098,3573.100098,3573.100098,0
2015-05-13,3553.419922,3553.419922,3553.419922,3553.419922,3553.419922,0
2015-05-15,3573.070068,3573.070068,3573.070068,3573.070068,3573.070068,0
2015-05-18,3589.219971,3589.219971,3589.219971,3589.219971,3589.219971,0
2015-05-19,3670.520020,3670.520020,3670.520020,3670.520020,3670.520020,0
2015-05-20,3683.479980,3683.479980,3683.479980,3683.479980,3683.479980,0
2015-05-21,3688.719971,3688.719971,3688.719971,3688.719971,3688.719971,0
2015-05-22,3679.139893,3679.139893,3679.139893,3679.139893,3679.139893,0
2015-05-26,3619.300049,3619.300049,3619.300049,3619.300049,3619.300049,0
2015-05-27,3682.870117,3682.870117,3682.870117,3682.870117,3682.870117,0
2015-05-28,3650.709961,3650.709961,3650.709961,3650.709961,3650.709961,0
2015-05-29,3570.780029,3570.780029,3570.780029,3570.780029,3570.780029,0
2015-06-01,3575.040039,3575.040039,3575.040039,3575.040039,3575.040039,0
2015-06-02,3561.889893,3561.889893,3561.889893,3561.889893,3561.889893,0
2015-06-03,3583.820068,3583.820068,3583.820068,3583.820068,3583.820068,0
2015-06-04,3556.379883,3556.379883,3556.379883,3556.379883,3556.379883,0
2015-06-05,3510.010010,3510.010010,3510.010010,3510.010010,3510.010010,0
2015-06-08,3468.310059,3468.310059,3468.310059,3468.310059,3468.310059,0
2015-06-09,3456.790039,3456.790039,3456.790039,3456.790039,3456.790039,0
2015-06-10,3526.479980,3526.479980,3526.479980,3526.479980,3526.479980,0
